date,team1,score1,team2,score2
2016-02-23 00:00:00,G2,16,mousesports,13
2016-02-23 00:00:00,iNation,16,aZ,14
2016-02-23 00:00:00,CPH Wolves,16,Empire,12
2016-02-23 00:00:00,CPH Wolves,16,Empire,7
2016-02-23 00:00:00,Method,20,nEophyte,22
2016-02-23 00:00:00,nEophyte,16,Method,7
2016-02-23 00:00:00,ENCE,16,Vexed,14
2016-02-23 00:00:00,ENCE,22,Vexed,18
2016-02-23 00:00:00,Threats,12,J2G,16
2016-02-23 00:00:00,QuetzaL,16,Noble,9
2016-02-23 00:00:00,QuetzaL,14,Noble,16
2016-02-23 00:00:00,QuetzaL,16,Noble,10
2016-02-23 00:00:00,Winterfox,6,NRG,16
2016-02-23 00:00:00,Winterfox,14,NRG,16
2016-02-23 00:00:00,Winterfox,16,NRG,11
2016-02-23 00:00:00,Tempo Storm,7,Obey.Alliance,16
2016-02-23 00:00:00,OpTic,16,ACE,12
2016-02-23 00:00:00,ACE,3,OpTic,16
2016-02-22 00:00:00,PANTERS,19,E-frag.net,17
2016-02-22 00:00:00,PANTERS,8,E-frag.net,16
2016-02-22 00:00:00,Dead Pixels,16,WaRLegenD,11
2016-02-22 00:00:00,WaRLegenD,12,Dead Pixels,16
2016-02-22 00:00:00,GIANT5,11,Pixel,16
2016-02-22 00:00:00,SK,16,Epiphany Bolt,10
2016-02-22 00:00:00,SK,16,Epiphany Bolt,4
2016-02-22 00:00:00,GIANT5,9,Deathtrap,16
2016-02-22 00:00:00,Pixel,16,PhysX,7
2016-02-22 00:00:00,LDLC White,5,Platinium,16
2016-02-22 00:00:00,Platinium,16,LDLC White,13
2016-02-22 00:00:00,Deathtrap,16,Pixel,13
2016-02-22 00:00:00,Binary Dragons,16,Empire,13
2016-02-22 00:00:00,Binary Dragons,3,Empire,16
2016-02-22 00:00:00,Binary Dragons,16,Empire,10
2016-02-22 00:00:00,PENTA,3,SK,16
2016-02-22 00:00:00,SK,16,PENTA,7
2016-02-22 00:00:00,Orgless,13,E-frag.net,16
2016-02-22 00:00:00,E-frag.net,16,Orgless,5
2016-02-22 00:00:00,GIANT5,16,PhysX,6
2016-02-22 00:00:00,dream[S]cape,16,Risky,3
2016-02-22 00:00:00,DeToNator,10,Devcat,16
2016-02-22 00:00:00,DeToNator,4,Devcat,16
2016-02-22 00:00:00,Cloud9,3,CLG,16
2016-02-22 00:00:00,Cloud9,12,CLG,16
2016-02-22 00:00:00,Vault,10,compLexity,16
2016-02-22 00:00:00,compLexity,16,Vault,7
2016-02-22 00:00:00,compLexity,16,Vault,19
2016-02-22 00:00:00,Cloud9,8,Tempo Storm,16
2016-02-27 00:00:00,Splyce,16,CLG,14
2016-02-26 00:00:00,mousesports,19,HellRaisers,15
2016-02-26 00:00:00,Liquid,16,YP,2
2016-02-26 00:00:00,KoN Norway,6,KoN Sweden,16
2016-02-26 00:00:00,KoN Denmark,7,KoN Norway,16
2016-02-26 00:00:00,G2,16,Tempo Storm,13
2016-02-26 00:00:00,KoN Norway,16,KoN Finland,6
2016-02-26 00:00:00,FlipSid3,16,Selfless,13
2016-02-26 00:00:00,mousesports,16,YP,1
2016-02-26 00:00:00,dream[S]cape,7,MVP.karnal,16
